hash,count,paths
01a0171fe32a4f5a59278c82acf906d9,2,PropSocialTech_v1(1)/data/resultados.json; PropSocialTech_v1/data/resultados.json
91bc80766de5a638b5aac06546d48490,2,PropSocialTech_v1(1)/data/candidaturas.json; PropSocialTech_v1/data/candidaturas.json
440ab266a662dfd383e6b63a9277bad8,2,PropSocialTech_v1(1)/data/votantes.json; PropSocialTech_v1/data/votantes.json
28f6fe2739c5a7b60100f212eb225a84,2,PropSocialTech_v1(1)/src/api/votos.js; PropSocialTech_v1/src/api/votos.js
d6210e2df20d819e6cf887b5da2a0f8a,2,PropSocialTech_v1(1)/src/pages/Confirmacion.js; PropSocialTech_v1/src/pages/Confirmacion.js
199a782074867a64108b5c1cf2b72e33,2,PropSocialTech_v1(1)/src/pages/Votacion.js; PropSocialTech_v1/src/pages/Votacion.js
eea8bebc444ff4f24ef232e70ed7742a,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_IT/lab003_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_IT/lab003_README.md
3d8cba98dca7c8f3fa7d0c281455d5c9,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/08_kickoff_focus_wellbeing.ics; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/08_kickoff_focus_wellbeing.ics
61c9a4decc572299d8827322a8535b61,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/vercel.json; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/vercel.json
023e8711398d9e9a2b2dd5d036b4b883,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/netlify.toml; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/netlify.toml
0964d4f7498cb299a7a09ba3c715084e,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_IT/lab002_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_IT/lab002_README.md
f7b2be0344e5867f83bc809875abb96f,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_IT/lab001_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_IT/lab001_README.md
fa9e12127a22eb5b3187ab4258f21e78,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_ET/lab005_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_ET/lab005_README.md
6aa27502b50b7a6736b54c4dae75af54,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_ET/lab004_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_ET/lab004_README.md
151e0377e1c358393921e63222058d45,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_ET/lab002_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_ET/lab002_README.md
ce3d53fafa166a62548ef26f802f78f7,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_ET/lab001_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_ET/lab001_README.md
e65c2a96b9d247fe8b45caa1051326e9,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EN/lab005_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EN/lab005_README.md
b103992e3b3ea1dea05f115173cf9bbf,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EN/lab004_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EN/lab004_README.md
7612e0722dc134f1fc76aabf09179c57,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EN/lab003_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EN/lab003_README.md
3fe09b3c9b8c8c46e9e2285429d68e8d,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EN/lab002_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EN/lab002_README.md
e94f990d4966663e068ac89c68f3d91e,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EN/lab001_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EN/lab001_README.md
7bb43752c22599ee2df3a60858f39b31,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EL/lab005_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EL/lab005_README.md
826d1e47d38a6c456dd847525932f917,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EL/lab004_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EL/lab004_README.md
a6f5e841b8f9f5042c27c9b2a8d75b45,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EL/lab003_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EL/lab003_README.md
e45cf4ee3d0556e383db0d237e32fefc,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EL/lab002_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EL/lab002_README.md
5bec88f187cc7780cc969c679f985454,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/Readmes_EL/lab001_README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/Readmes_EL/lab001_README.md
b8f67ec3f26b1b4055373340ef837821,2,ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3/docs/progreso/README.md; ATLANTYDE_REPO_FINAL_VALIDADO_with_manifesto/ATLANTYDE_REPO_UNIFICADO_CII_v3(1)/docs/progreso/README.md
